iteration,time,similarity,outfile,error,error
16,199.401,0.0198308,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter16_sim0.019831.xyz,0.0012595362308724426,0.0012595362308724426
17,211.256,0.0203107,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter17_sim0.020311.xyz,0.00112147160017937,0.00112147160017937
18,223.565,0.0192643,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter18_sim0.019264.xyz,0.0009752746880286606,0.0009752746880286606
19,236.568,0.0191699,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter19_sim0.019170.xyz,0.0009035403734575275,0.0009035403734575275
20,249.59,0.0196349,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter20_sim0.019635.xyz,0.0009364912768950981,0.0009364912768950981
21,261.844,0.0217325,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter21_sim0.021732.xyz,0.0012310522417337908,0.0012310522417337908
22,274.158,0.024763,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter22_sim0.024763.xyz,0.0017437426996949699,0.0017437426996949699
23,286.038,0.0229224,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter23_sim0.022922.xyz,0.0013930557882299481,0.0013930557882299481
24,297.99,0.0189099,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter24_sim0.018910.xyz,0.0008643580863566918,0.0008643580863566918
25,309.841,0.020339,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter25_sim0.020339.xyz,0.0010793929447701276,0.0010793929447701276
26,322.144,0.0207003,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter26_sim0.020700.xyz,0.001130474038021876,0.001130474038021876
27,334.726,0.028444,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter27_sim0.028444.xyz,0.002520745495043534,0.002520745495043534
28,346.254,0.0250621,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter28_sim0.025062.xyz,0.0020700091527908714,0.0020700091527908714
29,357.772,0.0217888,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter29_sim0.021789.xyz,0.0014630236958738075,0.0014630236958738075
30,369.929,0.0221435,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter30_sim0.022143.xyz,0.001537546439907473,0.001537546439907473
31,382.954,0.020942,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter31_sim0.020942.xyz,0.0011798618229642472,0.0011798618229642472
32,394.564,0.0184051,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter32_sim0.018405.xyz,0.000809195129878862,0.000809195129878862
33,405.835,0.0216339,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter33_sim0.021634.xyz,0.00121157637623508,0.00121157637623508
34,417.479,0.020476,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter34_sim0.020476.xyz,0.0010245604439854574,0.0010245604439854574
35,430.192,0.0183333,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter35_sim0.018333.xyz,0.0007684764418209621,0.0007684764418209621
36,442.165,0.020042,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter36_sim0.020042.xyz,0.0009616702258588884,0.0009616702258588884
37,453.729,0.0211632,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter37_sim0.021163.xyz,0.0011564958006257467,0.0011564958006257467
38,466.555,0.018244,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter38_sim0.018244.xyz,0.0007115866340298639,0.0007115866340298639
39,478.801,0.0202685,final_report_data/synthetic/w0-2_lambda0-1_beta10/nonrigid_iter39_sim0.020269.xyz,0.0010169499203330293,0.0010169499203330293
